Name_prod;Cost;skld13;skld89;skld99
"Asus Transformer Pad TF300TG 32Gb 3G dock 90OK0JB1102720W";"0";"0";"0";"0"
"Asus VivoTab RT TF600T 64Gb dock 90OK0NB1100340Y";"0";"0";"0";"0"
"Bliss R7020 8Gb";"0";"0";"0";"0"
"Bliss R9711 8Gb";"0";"0";"0";"0"
"Digma iDx 10 3G 8Gb";"0";"0";"0";"0"
"Hyundai HT-9B 8Gb";"0";"0";"0";"0"
"Prestigio MultiPad 3470 7.0 Prime Plus PMP3470B";"0";"0";"0";"0"
"Prestigio MultiPad 5880 PMP5880D";"0";"0";"0";"0"
"Prestigio MultiPad 7100D 3G PMP7100D";"0";"0";"0";"0"
"Samsung Galaxy Note 10.1 3G 16Gb GT-N8000EAASER";"0";"0";"0";"0"
"Samsung Galaxy Note 10.1 3G 16Gb GT-N8000ZWASER";"0";"0";"0";"0"
"Samsung Galaxy Tab 10.1 P7500 64Gb GT-P7500";"0";"0";"0";"0"
"Sony Xperia Tablet S 16Gb 3G SGPT131RU";"0";"0";"0";"0"
"Apple Mac mini MD389RS/A";"0";"0";"0";"0"
"Asus S46CM (K46CM) WX054H";"0";"0";"0";"0"
"Asus Zenbook UX32VD R4002P 90NPOC112W12216R13AY";"0";"0";"0";"0"
"HP Envy 6-1101er Sleekbook C0U94EA";"0";"0";"0";"0"
"Samsung 900X3C-A04 NP900X3C-A04RU";"0";"0";"0";"0"
"Toshiba Satellite U940-D4M PSU6SR-01M010RU";"0";"0";"0";"0"
"Acer Aspire Z3100 PW.SETE2.085";"0";"0";"0";"0"
"Apple iMac MD093RS/A";"0";"0";"0";"0"
"Apple iMac MD096C116GH1V1RU/A";"0";"0";"0";"0"
"Apple iMac Z0MP00069";"0";"0";"0";"0"
"Apple iMac Z0MP002K3";"0";"0";"0";"0"
"Apple iMac Z0MQ004BS";"0";"0";"0";"0"
"Apple iMac Z0MR003QY";"0";"0";"0";"0"
"Apple iMac Z0MR003T3";"0";"0";"0";"0"
"Apple iMac Z0MR003T4";"0";"0";"0";"0"
"Apple iMac Z0MS00E73";"0";"0";"0";"0"
"Apple iMac Z0MS00E74";"0";"0";"0";"0"
"Apple iMac Z0MS00E76";"0";"0";"0";"0"
"Apple iMac Z0MS00E7A";"0";"0";"0";"0"
"Apple iMac Z0MS00E7E";"0";"0";"0";"0"
"Apple iMac Z0MS00E7M";"0";"0";"0";"0"
"Apple iMac Z0MS00E7U";"0";"0";"0";"0"
"Asus EeeTop ET1611PUT B021I 90PE3XA21221i60A9C0Q";"0";"0";"0";"0"
"Asus EeeTop ET2210IUTS B016C 90PT0061001180C";"0";"0";"0";"0"
"Asus EeeTOP ET2220INKI B004K 90PT00G1000150Q";"0";"0";"0";"0"
"Asus EeeTOP ET2220IUKI B001M 90PT00G1000550Q";"0";"0";"0";"0"
"Asus EeeTop ET2411INKI B004K 90PT00B1001370C";"0";"0";"0";"0"
"Asus EeeTOP ET2701INKI B019C 90PT00D1000270Q";"0";"0";"0";"0"
"Asus EeeTop ET2701INKI-B032K 90PT00D1002240Q";"0";"0";"0";"0"
"Asus EeeTop ET2701INTI-B008K Multitouch 90PT00D1001000Q";"0";"0";"0";"0"
"Asus EeeTop ET2701INTI-B059K Touch 90PT00D1001890Q";"0";"0";"0";"0"
"Lenovo IdeaCentre C200G-D522G320DK 57307091";"0";"0";"0";"0"
"Lenovo IdeaCentre C240G-C8474G500DK 57310894";"0";"0";"0";"0"
"Lenovo IdeaCentre C340G-G6454G5008UW 57312640";"0";"0";"0";"0"
"Samsung 700A3D-S01 DP700A3D-S01";"0";"0";"0";"0"
"Sony Vaio L2412Z1R SV-L2412Z1R/B";"0";"0";"0";"0"
"Acer Aspire One Happy AOHAPPY2-N578Qyy LU.SG008.018";"0";"0";"0";"0"
"Asus Eee PC 1011CX WHI036S White 90OA3SB12212987E23EQ";"0";"0";"0";"0"
"Asus Eee PC 1011PX BLK095S Black 90OA3EB36111987E13EQ";"0";"0";"0";"0"
"Asus Eee PC 1015B White 90OA3AB34214987E23EU";"0";"0";"0";"0"
"Asus Eee PC 1015BX White 90OA3KBB521987E13EQ ";"0";"0";"0";"0"
"Asus Eee PC 1225B SIV075M Silver 90OA3LB484119A7E23EQ";"0";"0";"0";"0"
"Asus Eee PC X101CH RED024S Red 90OA3PB32111987E33EQ";"0";"0";"0";"0"
"Samsung N100S-N03 NP-N100S-N03RU";"0";"0";"0";"0"
"Acer Aspire 5951G-2414G64Bnkk LX.RH002.013";"0";"0";"0";"0"
"Acer Aspire V3-571G-53216G50Makk NX.RZLER.012";"0";"0";"0";"0"
"Acer Aspire V5-571G-53316G50Mass NX.M1PER.004";"0";"0";"0";"0"
"Apple iPad 2 MC984LL/A";"0";"0";"0";"0"
"Apple MacBook Pro 13 with Retina display Early 2013 ME662RU/A";"0";"0";"0";"0"
"Apple MacBook Pro 15 with Retina display Early 2013 ME664RU/A";"0";"0";"0";"0"
"Apple MacBook Pro 15 with Retina display Early 2013 ME665RU/A";"0";"0";"0";"0"
"Apple MacBook Pro MD322RS/A";"0";"0";"0";"0"
"Asus G55VW S1210H 90NB7C232W35625813AY";"0";"0";"0";"0"
"Asus G75Vw T1427H";"0";"0";"0";"0"
"Asus K43E VX911R 90N3RADD4W2K15RD13AU";"0";"0";"0";"0"
"Asus K53E SX2275R (SX1075R) 90N3CAD44W2E29RD13AY";"0";"0";"0";"0"
"Asus K53SD 90N3ELD44W1E12RD13AY";"0";"0";"0";"0"
"Asus K53SK 90N7RL444W2E26RD43AY";"0";"0";"0";"0"
"Asus K53TK SX116R 90NBNG218W2523RD13AC";"0";"0";"0";"0"
"Asus K53Z SX109R 90N72A118W1324RD13AC";"0";"0";"0";"0"
"Asus K55DR SX053R 90NEOC318W6336RD53AY";"0";"0";"0";"0"
"Asus K55N SX015R 90NAMA318W1233RD53AY";"0";"0";"0";"0"
"Asus K55VD SX023R 90N8DC514W542BRD13AY";"0";"0";"0";"0"
"Asus K55VD SX671H 90N8DC514W5H4B5813AY";"0";"0";"0";"0"
"Asus K55VD SX712H 90N8DC514W5E7A5813AY";"0";"0";"0";"0"
"Asus K56CB-XO029H 90NB0151-M00320";"0";"0";"0";"0"
"Asus K73SD TY300R White (BTS Edition) 90N3XAI64W1I13RD53AY";"0";"0";"0";"0"
"Asus K73SD TY300R White (BTS Edition) 90N3XAI64W1I13RD53AY";"0";"0";"0";"0"
"Asus K75DE TY004V 90NB3C418W53B4VD13AC";"0";"0";"0";"0"
"Asus K75VJ T2127H 90NB00D1-M02410";"0";"0";"0";"0"
"Asus K95VM YZ009V 90N84C314W15D6VD13AC";"0";"0";"0";"0"
"Asus K95VM YZ010V 90N84C314W17B9VD13AC";"0";"0";"0";"0"
"Asus N46VB-V3020H 90NB0101-M00210";"0";"0";"0";"0"
"Asus N46VZ V3012H 90N8HC232W35525813AU";"0";"0";"0";"0"
"Asus N53TA SX044V 90N4SL618W2267VD13AU";"0";"0";"0";"0"
"Asus N53TK SX012V 90NBTC518W1241VD13AU";"0";"0";"0";"0"
"Asus N56VJ S4077H 90NB0031-M01000";"0";"0";"0";"0"
"Asus N56VJ S4111D 90NB0031-M01510";"0";"0";"0";"0"
"Asus N56VZ S4043V 90N9IC442W2D75VD13AY";"0";"0";"0";"0"
"Asus N56VZ S4134R 90N9IC442W2D44RD13AU";"0";"0";"0";"0"
"Asus N76VB T4003H 90NB0131-M00030";"0";"0";"0";"0"
"Asus N76VB T4006H 90NB0131-M00060";"0";"0";"0";"0"
"Asus N76VJ T4046H 90NB0041-M00530";"0";"0";"0";"0"
"Asus N76VJ T4046H 90NB0041-M00530";"0";"0";"0";"0"
"Asus N76VZ T1010V 90NAJC554L1373VG15VY";"0";"0";"0";"0"
"Asus N76VZ T1011R 90NAJC552W1374RD13AY";"0";"0";"0";"0"
"Asus S46CB-WX027H 90NB0111-M00270";"0";"0";"0";"0"
"Asus S46CB-WX028H 90NB0111-M00280";"0";"0";"0";"0"
"Asus U32U RX007R 90N2JA214W1212RD93AU";"0";"0";"0";"0"
"Asus U32VJ RO003H 90NB00B1-M00030";"0";"0";"0";"0"
"Asus VivoBook S200E CT158H 90NFQT424W14225813AU";"0";"0";"0";"0"
"Asus VivoBook S200E CT185H 90NFQT444W13125813AU";"0";"0";"0";"0"
"Asus VivoBook S200E-CT177H 90NFQT444W14225813AU";"0";"0";"0";"0"
"Asus VivoBook S300CA C1014H 90NB00Z1-M00550";"0";"0";"0";"0"
"Asus VivoBook S300CA-C1023H 90NB00Z1-M00560";"0";"0";"0";"0"
"Asus VX7SX S1162R 90N92C384W3558RD23AY";"0";"0";"0";"0"
"Asus X201E KX002DU 90NB00L1-M01060";"0";"0";"0";"0"
"Asus X201E KX022DU 90NB00L2-M01070";"0";"0";"0";"0"
"Asus X44H(K84L) 90N7SU158W1212RD13AU";"0";"0";"0";"0"
"Asus X501A-XX115D 90NNOA234W05116013AU";"0";"0";"0";"0"
"Asus X501U XX062D 90NMOA234W01136013AU";"0";"0";"0";"0"
"Asus X501U-XX062R 90NMOA234W0113RD13AU";"0";"0";"0";"0"
"Asus X53BR SX026R 90N8SI218W2112RD13AC";"0";"0";"0";"0"
"Asus X54C SX035D 90N9TY118W17216053AY";"0";"0";"0";"0"
"Asus X54C SX161D 90N9TY118W17116053AY";"0";"0";"0";"0"
"Asus X54HR SX292R 90N9EI128W1D22RD53AY";"0";"0";"0";"0"
"Asus X54HR SX332D 90N9EI128W1F226053AY";"0";"0";"0";"0"
"Asus X55A 90NBHA138W2214RD43AU";"0";"0";"0";"0"
"Asus X55A SX042D";"0";"0";"0";"0"
"Asus X55A SX044R 90nbha138w2a14rd43au";"0";"0";"0";"0"
"Asus X55A SX055R";"0";"0";"0";"0"
"Dell Inspiron 5423 5423-6228";"0";"0";"0";"0"
"Dell Inspiron 5521 5521-9906";"0";"0";"0";"0"
"Dell Inspiron N5040 5040-6759";"0";"0";"0";"0"
"Dell Inspiron N5040 5040-6759";"0";"0";"0";"0"
"Dell Inspiron N5110 5110-4989";"0";"0";"0";"0"
"Dell Inspiron N7110 7110-7230";"0";"0";"0";"0"
"Dell Latitude E6220 L066220104R";"0";"0";"0";"0"
"HP Compaq Presario CQ58-127SR B3Z83EA";"0";"0";"0";"0"
"HP Envy dv6-7350er D2F75EA";"0";"0";"0";"0"
"HP Envy dv7-7264er C6D02EA";"0";"0";"0";"0"
"HP Envy dv7-7353er D2F84EA";"0";"0";"0";"0"
"HP Envy dv7-7355er D2F86EA";"0";"0";"0";"0"
"HP Envy m6-1152er C0Y07EA";"0";"0";"0";"0"
"HP Envy m6-1154er C0Y09EA";"0";"0";"0";"0"
"HP Pavilion dv6-6077er LM602EA";"0";"0";"0";"0"
"HP Pavilion dv6-6c54er A7N64EA";"0";"0";"0";"0"
"HP Pavilion dv6-6c55er A7N65EA";"0";"0";"0";"0"
"HP Pavilion dv7-6c00er A7T38EA";"0";"0";"0";"0"
"HP Pavilion g6-1305er Sabine A8M74EA";"0";"0";"0";"0"
"HP Pavilion g6-1351er A8S79EA";"0";"0";"0";"0"
"HP Pavilion g6-2004er B3M39EA";"0";"0";"0";"0"
"HP Pavilion g6-2254sr C4V41EA";"0";"0";"0";"0"
"HP Pavilion g6-2321er D2Y77EA";"0";"0";"0";"0"
"HP Pavilion g6-2322er D2Y78EA";"0";"0";"0";"0"
"HP Pavilion g7-1152er QA541EA";"0";"0";"0";"0"
"HP Pavilion g7-2310er D2Y89EA";"0";"0";"0";"0"
"HP Pavilion g7-2351er D2Y97EA";"0";"0";"0";"0"
"HP Pavilion g7-2361er D2Z01EA";"0";"0";"0";"0"
"HP Pavilion g7-2362er D2Z02EA";"0";"0";"0";"0"
"HP Pavilion g7-2363er D2Z03EA";"0";"0";"0";"0"
"Lenovo G770A 59071506";"0";"0";"0";"0"
"Lenovo Idea Pad G780 59360019";"0";"0";"0";"0"
"Lenovo Idea Pad G780 59360028";"0";"0";"0";"0"
"Lenovo IdeaPad B570e 59320658";"0";"0";"0";"0"
"Lenovo IdeaPad S400 59349974";"0";"0";"0";"0"
"Lenovo IdeaPad Yoga13 59365413";"0";"0";"0";"0"
"Lenovo IdeaPad Z500 59349891";"0";"0";"0";"0"
"Lenovo ThinkPad T430s N1M3LRT";"0";"0";"0";"0"
"Samsung 300E5X-A07 NP-300E5X-A07RU";"0";"0";"0";"0"
"Samsung 300E5Z-S04 NP-300E5Z-S04RU";"0";"0";"0";"0"
"Samsung 305V5A-T08 NP305V5A-T08RU";"0";"0";"0";"0"
"Samsung 350E5C-S06 NP-350E5C-S06";"0";"0";"0";"0"
"Samsung 350E5C-S09 NP350E5C-S09RU";"0";"0";"0";"0"
"Samsung 350E7C-S0A";"0";"0";"0";"0"
"Samsung 350E7C-S0D";"0";"0";"0";"0"
"Samsung 350V5C-S0W NP350V5C-S0WRU";"0";"0";"0";"0"
"Samsung 370R5E-S0A NP370R5E-S0ARU";"0";"0";"0";"0"
"Samsung 510R5E-S02";"0";"0";"0";"0"
"Samsung 550P5C-S03 NP550P5C-S03RU";"0";"0";"0";"0"
"Sony VAIO F23M1R VPC-F23M1R/B";"0";"0";"0";"0"
"Sony VAIO SB4M1R VPC-SB4M1R/P";"0";"0";"0";"0"
"Sony VAIO SVE1112M1R SV-E1112M1R/P";"0";"0";"0";"0"
"Sony VAIO SVE14A1V6R SV-E14A1V6R/B";"0";"0";"0";"0"
"Sony VAIO SVE1512L1R SV-E1512L1R/W";"0";"0";"0";"0"
"Sony VAIO SVE1512N1R SV-E1512N1R/B";"0";"0";"0";"0"
"Sony VAIO SVE1512N1R SV-E1512N1R/W";"0";"0";"0";"0"
"Sony VAIO SVE1512Q1R SV-E1512Q1R/B";"0";"0";"0";"0"
"Sony VAIO SVE1512W1R SV-E1512W1R/B";"0";"0";"0";"0"
"Sony VAIO YB3Q1R VPC-YB3Q1R/G";"0";"0";"0";"0"
"Sony VAIO YB3Q1R VPC-YB3Q1R/P";"0";"0";"0";"0"
"Toshiba Satellite C670-A2K PSC40R-00E00PRU";"0";"0";"0";"0"
"Toshiba Satellite C870-C7W PSC8ER-00W007RU";"0";"0";"0";"0"
"Apple iPad 4 128Gb Wi-Fi + Cellular ME406RS/A";"0";"0";"0";"0"
"Apple iPad 4 128Gb Wi-Fi + Cellular ME407RS/A";"0";"0";"0";"0"
"Apple iPad 4 16Gb Wi-Fi MD513TU/A";"0";"0";"0";"0"
"Apple iPad 4 64Gb Wi-Fi + Cellular MD527TU/A";"0";"0";"0";"0"
"Apple iPad 4 64Gb WiFi MD515TU/A";"0";"0";"0";"0"
"Apple iPad Mini 16Gb Wi-Fi MD528TU/A";"0";"0";"0";"0"
"Apple iPad Mini 32Gb Wi-Fi + Cellular MD541TU/A";"0";"0";"0";"0"
"Apple  iPad new 16GB Wi-Fi + Cellular MD369RS/A";"0";"0";"0";"0"
"Asus Eee Pad Transformer Prime TF201 64Gb 90OK0AB2101280Y";"0";"0";"0";"0"
"Asus Fonepad ME371MG 90NK0041-M00030";"0";"0";"0";"0"
"Asus Memo Pad Smart ME301T-1B029A 90NK0012-M00840";"0";"0";"0";"0"
"Asus Transformer Pad TF300T 32Gb dock 90OK0GB4103050W";"0";"0";"0";"0"
"Asus VivoTab TF810C 1B034W dock 90OK0LB1100340Y";"0";"0";"0";"0"
"Prestigio MultiPad 2 7280 Ultra Duo 8.0 PMP7280C";"0";"0";"0";"0"
"Prestigio MultiPad 3670 ZDPMP3670BBK";"0";"0";"0";"0"
"Prestigio MultiPad 5097 PMP5097CPRORU";"0";"0";"0";"0"
"Prestigio MultiPad PMP7880D3G";"0";"0";"0";"0"
"Samsung Galaxy Note GT-N8010 GT-N8010EAXSER";"0";"0";"0";"0"
"Samsung Galaxy Tab 2 10.1 P5100 16Gb 3G GT-P5100ZWASER";"0";"0";"0";"0"
"Samsung Galaxy Tab 8.9&quot; P7300 16Gb GT-P7300FKASER";"0";"0";"0";"0"
"Samsung Smart PC 64Gb 3G dock XE500T1C-H01";"0";"0";"0";"0"
"Samsung Smart PC 64Gb XE700T1C-A03";"0";"0";"0";"0"
"Samsung Smart PC 128Gb XE700T1C-H01";"0";"0";"0";"0"
"ViewSonic ViewPad 10s 3G V10S_1BDA0EU2_01";"0";"0";"0";"0"
"Asus S46CM WX026H 90NTJH414W13845813AU";"0";"0";"0";"0"
"Asus TAICHI 21 CW003H 90NTFA122W12115813AY";"0";"0";"0";"0"
"Asus VivoBook S400CA CA025H 90NB0051-M00580";"0";"0";"0";"0"
"Asus Zenbook Prime UX21A K1009V 90NK0A322W1231VD23AC";"0";"0";"0";"0"
"Asus Zenbook Prime UX21A K1010V 90NKOA322W1221VD23AC";"0";"0";"0";"0"
"Dell XPS Duo 12 221x-7596";"0";"0";"0";"0"
"Samsung 530U3C-A0E NP530U3C-A0ERU";"0";"0";"0";"0"
"Samsung 530U3C-A0F NP530U3C-A0FRU";"0";"0";"0";"0"
"Samsung 900X3D-A01 NP900X3D-A01RU";"0";"0";"0";"0"
"Sony VAIO SVT1111M1R SV-T1111M1R/S";"0";"0";"0";"0"
"Sony VAIO SVT1312X1R SV-T1312X1R/S";"0";"0";"0";"0"
"Lenovo IdeaPad Tablet A2107A 59349216";"0";"0";"0";"0"
"Playpad PlayPad";"0";"0";"0";"0"
"Acer V193HQLHB";"0";"0";"0";"0"
"Acer V193DOb ET.CV3RE.D28";"0";"0";"0";"0"
"Acer A231HLAbd ET.VA1HE.A01";"0";"0";"0";"0"
"Acer eMachines E233Hbmd ET.VE3HE.015";"0";"0";"0";"0"
"Acer H234Hbmid ET.VH4HE.001";"0";"0";"0";"0"
"AOC E950swnk";"0";"0";"0";"0"
"AOC D2357PH";"0";"0";"0";"0"
"AOC E2352PHZ";"0";"0";"0";"0"
"AOC D2757PH";"0";"0";"0";"0"
"Apple LED Cinema Display 27 MC007ZE/A";"0";"0";"0";"0"
"Asus VK192S";"0";"0";"0";"0"
"Asus VS229HR";"0";"0";"0";"0"
"Asus VW228TLB 90LMB8101N21091C";"0";"0";"0";"0"
"Asus VS247H";"0";"0";"0";"0"
"Asus VW247H 90LMC8101T01041C-";"0";"0";"0";"0"
"Asus VE276Q 90LMA5101T01041C-";"0";"0";"0";"0"
"Asus VE278N";"0";"0";"0";"0"
"BenQ G925HDA 9H.L2WLA.T8E";"0";"0";"0";"0"
"BenQ GL2250 9H.L6XLA.TPE";"0";"0";"0";"0"
"BenQ G2320HDB 9H.L17LA.TPE";"0";"0";"0";"0"
"BenQ BL2400PT 9H.L4RLB.SBE";"0";"0";"0";"0"
"BenQ G2450 9H.L7ELB.QPE";"0";"0";"0";"0"
"BenQ RL2450HT";"0";"0";"0";"0"
"BenQ EW2730 9H.L6CLB.QPE";"0";"0";"0";"0"
"Dell P2212H 2212-1166";"0";"0";"0";"0"
"Dell ST2220L 861-10267-001";"0";"0";"0";"0"
"Dell U2212HM";"0";"0";"0";"0"
"Dell E2210 E2210T-BN.ARU";"0";"0";"0";"0"
"Dell ST2320L ST2320Lf 2320-6464";"0";"0";"0";"0"
"Dell P2412H 2412-5616";"0";"0";"0";"0"
"Dell UltraSharp U2412M 2412-0896";"0";"0";"0";"0"
"Dell S2740L 2740-4140";"0";"0";"0";"0"
"Dell Ultra Sharp U2713HM BK 210-40661";"0";"0";"0";"0"
"HP 2011x LV876AA";"0";"0";"0";"0"
"Lenovo LI2221sw 18200549";"0";"0";"0";"0"
"Lenovo LI2321sw 18200580";"0";"0";"0";"0"
"Lenovo LI2721sw 18200611";"0";"0";"0";"0"
"LG IPS224V IPS224V-PN";"0";"0";"0";"0"
"NEC MultiSync 175M LCD175M-BK";"0";"0";"0";"0"
"Philips 17S1SB 17S1SB/01";"0";"0";"0";"0"
"Philips 196V4LSB2 196V4LSB2/01";"0";"0";"0";"0"
"Philips 248X3LFHSB 248X3LFHSB/01";"0";"0";"0";"0"
"Philips 241S4LSB 241S4LSB/00";"0";"0";"0";"0"
"Samsung S19B220B";"0";"0";"0";"0"
"Samsung S19C200N";"0";"0";"0";"0"
"Samsung S19C200NY";"0";"0";"0";"0"
"Samsung S19C300N";"0";"0";"0";"0"
"Samsung E1920NR LS19CLASBU/EN";"0";"0";"0";"0"
